SampleID	slope
F3D142	22.8954201862053
F3D143	19.5908608107489
F3D5	2.33435730941009
F3D144	2.0805773257872
F3D146	1.76649706664273
F3D8	1.50223152849892
F3D145	1.22872417195632
F3D7	1.15435569094913
F3D150	1.05840873904859
F3D1	0.648344444923453
F3D141	0.61869904323126
F3D3	0.577132781083215
F3D6	0.356077298478908
F3D0	0.309357214978732
F3D9	0.201712067436034
F3D148	0.147260735986919
F3D149	0.117288823483861
F3D147	0.0334098439474815
F3D2	0.028821937714838
Mock	0.00363586713547548
